1.917999999999999983e-01,2.510000000000000009e-01,2.842999999999999972e-01,3.106999999999999762e-01,3.492000000000000104e-01,3.529999999999999805e-01,3.561000000000000276e-01,3.553000000000000047e-01,3.565999999999999726e-01,3.628000000000000114e-01,3.523999999999999910e-01,3.575999999999999734e-01,3.523999999999999910e-01,3.679999999999999938e-01,3.704000000000000070e-01,3.617000000000000215e-01,3.744999999999999996e-01,3.699000000000000066e-01,3.852999999999999758e-01,3.775000000000000022e-01,3.911999999999999922e-01,3.946000000000000063e-01,3.889000000000000234e-01,3.958999999999999742e-01,4.040000000000000258e-01,4.077000000000000068e-01,4.126000000000000223e-01,4.083999999999999853e-01,4.149999999999999800e-01,0.000000000000000000e+00
4.002000000000000002e-01,3.558000000000000052e-01,3.292999999999999816e-01,3.133000000000000229e-01,3.083000000000000185e-01,3.088000000000000189e-01,3.099999999999999978e-01,3.187999999999999723e-01,3.166999999999999815e-01,3.124000000000000110e-01,3.101999999999999758e-01,3.124000000000000110e-01,3.160000000000000031e-01,3.173000000000000265e-01,3.158000000000000251e-01,3.164000000000000146e-01,3.170000000000000040e-01,3.168000000000000260e-01,3.166999999999999815e-01,3.178000000000000269e-01,3.175000000000000044e-01,3.175999999999999934e-01,3.183000000000000274e-01,3.181999999999999829e-01,3.187999999999999723e-01,3.192999999999999727e-01,3.195999999999999952e-01,3.195000000000000062e-01,3.195000000000000062e-01,0.000000000000000000e+00
5.900999999999999579e-01,4.743999999999999884e-01,4.590000000000000191e-01,4.611000000000000099e-01,4.617999999999999883e-01,4.617999999999999883e-01,4.617999999999999883e-01,4.617999999999999883e-01,4.625000000000000222e-01,4.625000000000000222e-01,4.625000000000000222e-01,4.625000000000000222e-01,4.625000000000000222e-01,4.625000000000000222e-01,4.625000000000000222e-01,4.625000000000000222e-01,4.625000000000000222e-01,4.625000000000000222e-01,4.625000000000000222e-01,4.625000000000000222e-01,4.625000000000000222e-01,4.625000000000000222e-01,4.632000000000000006e-01,4.632000000000000006e-01,4.632000000000000006e-01,4.632000000000000006e-01,4.632000000000000006e-01,4.632000000000000006e-01,4.632000000000000006e-01,0.000000000000000000e+00
2.562999999999999723e-01,5.314999999999999725e-01,5.773000000000000353e-01,5.979999999999999760e-01,6.014000000000000457e-01,5.975000000000000311e-01,5.853000000000000425e-01,6.129000000000000004e-01,6.196000000000000396e-01,6.124000000000000554e-01,6.202999999999999625e-01,6.137000000000000233e-01,5.909999999999999698e-01,6.153999999999999471e-01,6.008000000000000007e-01,5.935000000000000275e-01,6.209999999999999964e-01,6.106000000000000316e-01,6.130999999999999783e-01,5.994000000000000439e-01,6.010999999999999677e-01,5.887000000000000011e-01,5.920999999999999597e-01,5.898999999999999799e-01,5.825000000000000178e-01,5.904000000000000359e-01,5.983000000000000540e-01,5.868999999999999773e-01,5.795000000000000151e-01,0.000000000000000000e+00
3.207999999999999741e-01,3.847999999999999754e-01,4.462999999999999745e-01,5.010000000000000009e-01,5.533000000000000140e-01,5.901999999999999469e-01,6.280000000000000027e-01,6.404999999999999583e-01,6.560000000000000275e-01,6.621000000000000218e-01,6.659000000000000474e-01,6.733000000000000096e-01,6.773000000000000131e-01,6.811000000000000387e-01,6.816999999999999726e-01,6.847999999999999643e-01,6.870000000000000551e-01,6.913000000000000256e-01,6.906999999999999806e-01,6.921000000000000485e-01,6.981000000000000538e-01,6.986999999999999877e-01,7.026000000000000023e-01,7.026999999999999913e-01,7.036999999999999922e-01,7.082000000000000517e-01,7.064000000000000279e-01,7.076999999999999957e-01,7.076000000000000068e-01,0.000000000000000000e+00
1.870999999999999885e-01,2.099999999999999922e-01,2.409000000000000030e-01,2.740000000000000213e-01,2.988999999999999990e-01,3.119999999999999996e-01,3.197999999999999732e-01,3.343999999999999750e-01,3.761999999999999789e-01,4.173999999999999932e-01,4.435999999999999943e-01,5.134999999999999565e-01,6.038999999999999924e-01,6.176000000000000378e-01,6.326000000000000512e-01,6.461000000000000076e-01,6.451000000000000068e-01,6.405999999999999472e-01,6.318000000000000282e-01,6.256000000000000449e-01,6.189999999999999947e-01,6.143999999999999462e-01,5.813000000000000389e-01,6.189999999999999947e-01,6.373999999999999666e-01,6.237000000000000322e-01,6.219999999999999973e-01,6.259000000000000119e-01,6.481000000000000094e-01,0.000000000000000000e+00
2.933999999999999941e-01,3.256000000000000005e-01,4.818000000000000060e-01,5.555999999999999828e-01,6.378000000000000336e-01,6.709000000000000519e-01,6.925999999999999934e-01,7.211999999999999522e-01,7.268999999999999906e-01,7.187999999999999945e-01,7.328000000000000069e-01,7.215000000000000302e-01,7.127000000000000002e-01,7.170999999999999597e-01,7.304000000000000492e-01,7.301999999999999602e-01,7.246000000000000218e-01,7.430999999999999828e-01,7.281999999999999584e-01,7.254000000000000448e-01,7.272999999999999465e-01,7.344000000000000528e-01,7.399999999999999911e-01,7.410999999999999810e-01,7.328000000000000069e-01,7.436000000000000387e-01,7.457000000000000295e-01,7.481999999999999762e-01,7.495000000000000551e-01,0.000000000000000000e+00
6.161999999999999700e-01,6.621000000000000218e-01,6.706999999999999629e-01,6.794999999999999929e-01,6.897999999999999687e-01,6.975000000000000089e-01,6.761000000000000343e-01,7.039999999999999591e-01,7.158999999999999808e-01,7.076999999999999957e-01,7.025000000000000133e-01,7.094000000000000306e-01,7.006999999999999895e-01,6.999999999999999556e-01,6.923000000000000265e-01,6.909999999999999476e-01,7.050999999999999490e-01,6.993000000000000327e-01,6.723000000000000087e-01,6.784999999999999920e-01,6.803000000000000158e-01,6.676999999999999602e-01,6.614999999999999769e-01,6.581000000000000183e-01,6.447000000000000508e-01,6.383999999999999675e-01,6.458000000000000407e-01,6.509000000000000341e-01,6.451000000000000068e-01,0.000000000000000000e+00
8.730000000000000260e-02,5.720000000000000084e-02,7.839999999999999747e-02,1.270000000000000018e-01,2.053000000000000103e-01,2.837000000000000077e-01,5.011999999999999789e-01,4.591000000000000081e-01,5.237000000000000544e-01,5.822000000000000508e-01,5.944000000000000394e-01,6.238000000000000211e-01,6.561000000000000165e-01,6.368000000000000327e-01,6.498000000000000442e-01,6.723000000000000087e-01,6.526999999999999469e-01,6.679000000000000492e-01,6.585999999999999632e-01,6.740000000000000435e-01,6.754999999999999893e-01,6.772000000000000242e-01,6.659000000000000474e-01,6.636999999999999567e-01,6.775999999999999801e-01,6.947999999999999732e-01,6.670000000000000373e-01,6.473999999999999755e-01,6.781000000000000361e-01,0.000000000000000000e+00
1.584000000000000130e-01,2.011000000000000010e-01,2.389000000000000012e-01,3.464999999999999747e-01,3.790000000000000036e-01,4.611999999999999988e-01,4.729999999999999760e-01,5.066000000000000503e-01,5.314999999999999725e-01,5.432000000000000162e-01,5.208000000000000407e-01,5.647999999999999687e-01,5.672000000000000375e-01,5.808999999999999719e-01,5.856000000000000094e-01,5.967000000000000082e-01,6.205000000000000515e-01,6.300999999999999934e-01,6.353999999999999648e-01,6.182999999999999607e-01,6.469000000000000306e-01,6.544999999999999707e-01,6.266000000000000458e-01,6.326000000000000512e-01,6.452999999999999847e-01,6.461000000000000076e-01,6.391000000000000014e-01,6.556999999999999496e-01,6.512000000000000011e-01,0.000000000000000000e+00
3.689999999999999947e-01,5.071999999999999842e-01,5.510000000000000453e-01,5.957999999999999963e-01,6.102999999999999536e-01,6.502999999999999892e-01,6.646999999999999575e-01,6.663999999999999924e-01,6.755999999999999783e-01,6.844000000000000083e-01,6.674999999999999822e-01,6.927999999999999714e-01,7.078999999999999737e-01,6.871000000000000441e-01,7.013000000000000345e-01,6.927999999999999714e-01,6.975999999999999979e-01,6.912000000000000366e-01,6.981000000000000538e-01,6.995999999999999996e-01,7.088999999999999746e-01,7.123000000000000442e-01,6.897999999999999687e-01,6.979999999999999538e-01,7.078999999999999737e-01,7.147000000000000020e-01,7.032000000000000473e-01,7.066000000000000059e-01,7.104000000000000314e-01,0.000000000000000000e+00
4.341999999999999749e-01,5.859999999999999654e-01,6.177000000000000268e-01,6.548000000000000487e-01,6.665999999999999703e-01,6.896999999999999797e-01,7.007999999999999785e-01,7.037999999999999812e-01,7.083000000000000407e-01,7.220999999999999641e-01,7.175000000000000266e-01,7.094000000000000306e-01,7.173000000000000487e-01,7.065000000000000169e-01,7.195000000000000284e-01,7.224000000000000421e-01,7.181999999999999496e-01,7.227000000000000091e-01,7.207000000000000073e-01,7.278000000000000025e-01,7.306000000000000272e-01,7.252999999999999448e-01,7.187000000000000055e-01,7.214000000000000412e-01,7.291999999999999593e-01,7.298000000000000043e-01,7.247000000000000108e-01,7.171999999999999487e-01,7.278000000000000025e-01,0.000000000000000000e+00
